ID,Lat,Lon,Target
ID_SJ098E7S2SY9,34.16249093,70.76366828,0
ID_I5DS1NLN2WM8,34.25143465,70.35956155,1
ID_JBRO8Z453K1J,34.26577617,70.34610331,1
ID_GYHRWRLEY9W3,34.2926256,70.34585617,0
ID_LLW4ZVLCTH7Y,34.30324556,70.3669421,0
ID_OVT4MUGA4Z22,34.11910992,70.75303683,0
ID_Z8Q7G6Y40XAW,34.08759212,70.69004889,1
ID_TMPFO6LITM9U,34.290535,70.42178679,1
ID_A14I5NDAO8F7,34.29785995,70.37267792,0
ID_Z79AVIRGE3E1,34.06032782,70.67200584,0
ID_XJAAMVGW5WRD,34.29816388,70.3838412,1
ID_QPA2ZDG5PY1Q,34.28828518,70.34004569,0
ID_6D13XY27TWND,34.05544997,70.66789003,0
ID_225U8617WSMV,34.28343731,70.41526401,1
ID_3I9MVT5RFLMD,34.26070679,70.32226743,0
ID_ZS04D4TH0VOK,34.29350273,70.39832917,1
ID_VEJVIZMW7UKA,34.09326866,70.66235889,1
ID_0SF4RCN504DQ,34.24440986,70.31629921,0
ID_453BYQRUDLDH,34.25022234,70.33514029,1
ID_5TSI3J199GYJ,34.26373295,70.34816968,1
ID_9UBU78S4KY2A,34.25899866,70.33512191,0
ID_BZX6I8Y6G1T9,34.09144959,70.7531659,0
ID_Q1IW96RP307O,34.30222921,70.40841074,1
ID_VEQSIZ7OH0UQ,34.05803047,70.67193146,1
ID_W51I0PT12GTA,34.2724922,70.34944908,1
ID_MICXEFLUWVJ9,34.16855323,70.77184251,1
ID_07TOMJZX2GTF,34.08938649,70.6624717,0
ID_B9AM66XND0FN,34.25080661,70.30936596,0
ID_GDW55JLGOSR8,34.25062489,70.32877306,0
ID_NQVMMMQWSTT2,34.05752673,70.66577259,1
ID_W5HP021GO32T,34.29005486,70.39170132,0
ID_7RLPAEJ707V4,34.08490793,70.69804161,0
ID_MN34V10JQVS1,34.07579714,70.70378069,1
ID_DW7QE3RP9GME,34.11242887,70.70178663,1
ID_T1LQL39UVG4H,34.304373,70.40820406,1
ID_VX1IWA5TYFM0,34.16602375,70.76606068,0
ID_FPN17DMBCL95,34.16641546,70.76472294,0
ID_5S0CZORFPT6R,34.31244128,70.39498042,1
ID_398VW7G6ZW53,34.28878906,70.39314721,0
ID_N6N5ABKXPJFV,34.15840381,70.75647051,0
ID_ABBZKATSYRUH,34.07723128,70.6852708,1
ID_OFGG0CNP892R,34.11786562,70.69319607,0
ID_TGZ33NWZ2JHV,34.26774716,70.3570029,1
ID_5GJC7MQTZ1KT,34.28030475,70.34815082,1
ID_DL4IBT6O05JW,34.26129209,70.36203125,0
ID_KQ02QVG2WMZ2,34.29308345,70.41548415,0
ID_TF3SJFKQH7I6,34.28322704,70.41091444,1
ID_WEV30JNH2RPI,34.26382795,70.3276102,0
ID_7GRZNHKE7IJF,34.07858233,70.70216658,0
ID_9J1O2CG9YU32,34.27253068,70.32864003,0
ID_G6NENAHYI1D2,34.29075962,70.42782673,0
ID_T4D44YZII61T,34.24684026,70.31050314,1
ID_IC1DM6OS6JFG,34.25326185,70.32533508,0
ID_5VD45GGRCXJZ,34.26847576,70.33555096,0
ID_XQN47BKKO2YE,34.26518758,70.35299978,1
ID_B1TVXPQ587U0,34.28920775,70.41851151,0
ID_01RYTK0DUR6S,34.10733529,70.70506958,0
ID_TDO0P642C9A8,34.27004727,70.34003981,1
ID_BBM351E97EST,34.30016428,70.37195706,0
ID_G1L2I2I8Y7J4,34.1116378,70.70235279,1
ID_I8MQ59FSAQ8H,34.09045368,70.66662666,0
ID_VT71847SW1WL,34.27137775,70.33419989,1
ID_ISLFQ0IHKHTJ,34.15911516,70.76631324,1
ID_XYG23TIQD5OS,34.11698945,70.6838472,1
ID_0D98OU4IVO4X,34.30766227,70.38500858,1
ID_W0HFHTJDPRZP,34.30467031,70.39275112,0
ID_WELWG8GTSEXW,34.29039045,70.36890816,1
ID_5GVJND93L30M,34.09013992,70.75635172,0
ID_VI44MP0F1S7V,34.09043276,70.75208022,0
ID_TKTSRD4YFSXN,34.11128591,70.69763152,0
ID_6KWK81655YE8,34.12032226,70.70958021,0
ID_7XMG5MMFKM44,34.15540655,70.75971684,1
ID_HSTFGR1X3YMP,34.29518383,70.38350365,1
ID_27SANU941YP6,34.28642155,70.41457491,1
ID_N9I1486UASHS,34.12727804,70.71458939,0
ID_QICZPO0OGBWE,34.31293136,70.38651572,1
ID_7GN3UKXDT6O2,34.2577691,70.32481085,1
ID_F3ACZQ5E711S,34.28748412,70.35424273,0
ID_19UP7EHYCG58,34.28836427,70.41676839,1
ID_YP5M1J53UR8F,34.24195752,70.30982252,0
ID_XO7YE35BU495,34.29036114,70.41090174,1
ID_5S4U177HD7DI,34.27900684,70.33333182,1
ID_AA12BIE43Z96,34.26907693,70.34431123,1
ID_IQ6JT7L37LU8,34.28437323,70.33002421,0
ID_KK80ZWM3X41Y,34.29495048,70.39461039,1
ID_YTTBDEUD2QAD,34.29718559,70.42630539,0
ID_B587X25ZZ4VB,34.29178308,70.4150013,1
ID_AB00BJB7WXYH,34.16966905,70.77140555,0
ID_61JCX0D2S8IY,34.12968302,70.74447242,0
ID_1EYOAHQBBADI,34.25835985,70.36595467,1
ID_B1KWYEPKWT8L,34.29268919,70.42869186,0
ID_QJIKUEX8TLPY,34.10170348,70.6995065,0
ID_USHDSZASYNRK,34.29138712,70.37107598,1
ID_O1HONIVPLM2L,34.30353659,70.41465131,1
ID_EWVWRSH7U7E0,34.09899664,70.69142848,1
ID_0XMMBHK6AO2M,34.05897985,70.66114512,0
ID_3RH8RGA4HSU2,34.05801969,70.66834237,1
ID_PD3IS4LJ4JDR,34.29498087,70.40733357,0
ID_PVEABF13OS14,34.26349392,70.37044516,1
ID_D32W76LXQWBB,34.30718692,70.37711248,1
ID_JNOGQWD0O91J,34.30105475,70.386232,1
ID_PAIQJVIU4ZCE,34.14601269,70.7485289,1
ID_A8IZNECA8HPH,34.08152766,70.68803573,1
ID_VW8646NOUKMY,34.2591707,70.35821462,0
ID_I9EO41EYCG4G,34.24315599,70.31554406,0
ID_90RVOZ6YCD9T,34.24912818,70.323058,0
ID_ZG9ME3ORN4WE,34.12052019,70.7076544,0
ID_SIRERY7796WH,34.26872715,70.35922676,1
ID_6XV3CU2DPDTP,34.2554888,70.32998813,0
ID_L3X7Y11LRA9Q,34.09123509,70.74882364,0
